Time  [ms],Memory Usage [KB]
0,2367740
100,2374920
201,2394084
302,2396020
402,2402244
503,2402880
602,2405776
703,2424436
803,2427032
904,2428664
1004,2429536
1107,2434300
1207,2434892
1308,2459028
1408,2464176
1510,2465068
1612,2470776
1662,2471776
1762,2475024
1862,2475736
1963,2479484
2064,2473108
