Time  [ms],Memory Usage [KB]
0,2407920
101,2414892
201,2423388
302,2440452
402,2444452
503,2446704
603,2465908
704,2467668
804,2469316
905,2471716
1005,2474480
1105,2477856
1205,2471668
1305,2476048
1406,2477416
1506,2477392
1607,2477836
1707,2478624
1807,2477992
1909,2477992
2009,2477996
2109,2477996
2211,2478768
2310,2478100
2411,2478396
2512,2486328
2612,2485612
2712,2491012
2814,2491012
2913,2492408
3014,2491840
3115,2492300
3215,2492292
3265,2492292
3366,2492280
3468,2492888
3566,2500032
3667,2495684
3767,2493140
3868,2495360
3968,2494772
4069,2494788
4169,2495324
4273,2495584
4370,2496960
4470,2500724
4572,2506916
4671,2507920
4771,2505992
4872,2506560
4972,2507300
5076,2505552
5176,2504964
5277,2505164
5378,2505124
5477,2505404
5578,2505848
5679,2506140
5779,2504588
5881,2504688
5980,2505072
6080,2507272
6180,2506132
6284,2507884
6381,2508172
6481,2508828
6582,2508940
6682,2508604
6783,2508868
6883,2508508
6983,2495376
7083,2493996
7185,2494228
7285,2500576
7386,2500220
7486,2493056
7587,2493056
7687,2493872
7788,2493952
7888,2494160
7988,2494984
8089,2494984
8189,2495736
8290,2495684
8390,2496132
8490,2493140
8590,2493364
8692,2493224
8794,2493424
8892,2492012
8996,2492012
9095,2491872
9196,2491748
9296,2492204
9396,2493208
9497,2493012
9597,2493284
9698,2493524
9798,2494132
9898,2501400
9999,2513664
10099,2523180
10200,2525660
10300,2527424
10400,2528740
10500,2535720
10601,2538744
10702,2539700
10802,2541784
10903,2543500
11003,2545892
11105,2545956
11206,2546752
11306,2548008
11406,2552332
11507,2552356
11607,2553500
11708,2553500
11808,2554796
11908,2556400
12010,2556724
12112,2557292
12210,2559548
12310,2571952
12411,2574900
12511,2573672
12611,2574468
12714,2575496
12813,2565328
12915,2572736
13015,2587860
13116,2592292
13216,2592184
13317,2593908
13417,2598220
13518,2599576
13618,2598992
13719,2594444
13819,2588956
13919,2586888
14020,2587644
14120,2582124
14220,2583212
14320,2585296
