Time  [ms],Memory Usage [KB]
0,2446264
101,2450824
202,2463856
302,2469160
402,2482464
502,2486916
603,2504696
705,2508020
805,2512984
905,2514528
1006,2514248
1106,2514236
1206,2503080
1306,2503744
1407,2504964
1515,2504872
1608,2506028
1709,2503308
1809,2503556
1910,2503056
2011,2503292
2111,2501912
2212,2501700
2311,2502652
2413,2502064
2512,2502736
2613,2507376
2714,2507912
2814,2511196
2915,2514164
3015,2526736
3115,2521736
3216,2522828
3318,2517336
3417,2518196
3519,2518820
3619,2520552
3719,2523136
3819,2535836
3920,2542036
4021,2545552
4120,2556860
4222,2573896
4321,2577844
4422,2580312
4526,2582952
4624,2583708
4723,2580792
4824,2581356
4925,2575564
5025,2574004
5126,2576532
5226,2577696
5327,2575788
5427,2577316
5528,2572684
5628,2579508
5728,2587628
5829,2590144
5930,2597160
6030,2607324
6131,2608444
6233,2609328
6331,2610604
6433,2610708
6534,2609236
6633,2614100
6733,2618220
6834,2607600
6934,2628692
7034,2629676
7135,2629924
7235,2630208
7336,2618216
7436,2620284
7536,2615252
7636,2615788
7737,2611084
7837,2610028
7938,2608072
8038,2596820
8138,2596556
