Time  [ms],Memory Usage [KB]
0,2464020
101,2464756
202,2467544
301,2468096
402,2468992
502,2462300
602,2479460
703,2481888
803,2467012
904,2467828
1005,2467500
1106,2466184
1206,2475924
1307,2476636
1407,2477580
1507,2481104
1611,2485660
1712,2485260
1812,2485644
1915,2485600
2013,2484328
2113,2485768
2213,2486556
2314,2488816
2414,2490460
2515,2490888
2615,2491848
2716,2492408
2816,2496412
2917,2496580
3017,2501036
3118,2502196
3218,2504916
3318,2507232
3420,2508784
3519,2518740
3619,2527132
3720,2536516
3820,2548432
3921,2550780
4021,2553588
4122,2557588
4222,2560772
4322,2566252
4423,2577636
4523,2587188
4623,2597288
4724,2603588
4824,2605540
4925,2609576
5025,2609048
5126,2609180
5226,2610972
5327,2611376
5427,2632232
5529,2637804
5629,2639820
5729,2642516
5830,2645304
5931,2648028
