Time  [ms],Memory Usage [KB]
0,2509076
101,2509868
202,2511476
302,2511544
407,2512920
504,2512452
605,2518024
707,2537000
806,2541452
907,2534548
1007,2535240
1110,2537836
1208,2541560
1309,2545388
1410,2547236
1510,2547868
1611,2552620
1711,2555272
1812,2555816
1912,2556908
2012,2558348
2113,2558408
2214,2559092
2314,2559604
2415,2561512
2515,2561948
2616,2564408
2716,2564116
2816,2566036
2916,2568840
3017,2573596
3118,2573472
3217,2577124
3318,2579828
3419,2583880
3519,2584640
3620,2607460
3720,2615900
3820,2618788
3920,2621112
4021,2624748
4121,2641728
4222,2659376
4322,2642160
4423,2653732
4523,2664428
4624,2672104
4724,2682248
4825,2685312
4925,2685848
5025,2688360
5127,2689204
5227,2690740
5327,2692092
5427,2698260
5528,2701380
5628,2702880
5728,2704224
5829,2706500
5930,2719452
6030,2723908
