Time  [ms],Memory Usage [KB]
0,2349368
100,2348724
199,2355716
300,2360512
400,2375468
504,2392952
601,2389552
703,2393824
803,2414456
905,2418540
1004,2419908
1104,2422352
1205,2425544
1305,2426552
1405,2434916
1506,2425120
1606,2427480
1706,2427264
1807,2429176
1907,2428876
2007,2430564
2108,2434876
2208,2436276
2308,2436720
2409,2437196
2509,2437908
2609,2445640
2710,2447936
2811,2447128
2912,2448608
3012,2448912
3112,2449012
3212,2449640
3314,2450404
3413,2450976
3514,2450664
3614,2451680
3714,2450896
3815,2451648
3915,2452620
4015,2453236
4116,2453288
4216,2453288
4316,2455488
4417,2455344
4518,2455560
4618,2455292
4718,2453296
4819,2453976
4919,2446800
5020,2448076
5120,2447988
5220,2448224
5321,2444032
5421,2443440
5521,2444644
5625,2444644
5722,2446476
5823,2446472
5923,2446976
6024,2453944
6124,2455320
6226,2458528
6326,2460172
6426,2461952
6527,2462224
6627,2463800
6727,2462460
6827,2466980
6928,2471524
7028,2477116
7130,2477756
7229,2479140
7329,2478144
7430,2480904
7530,2466684
7630,2463080
