Time  [ms],Memory Usage [KB]
0,2592636
101,2592208
201,2596536
302,2607060
402,2613704
503,2621432
604,2637140
705,2654432
805,2659012
906,2661532
1006,2663004
1106,2663508
1207,2666512
1308,2667744
1407,2669868
1508,2671896
1608,2672976
1708,2673192
1809,2675152
1909,2675328
2010,2675644
2110,2673696
2210,2674228
2311,2675328
2411,2672888
2511,2674384
2612,2675252
2712,2685592
2813,2685376
2915,2686656
3014,2687936
3114,2688880
3214,2689892
3315,2691240
3416,2692048
3517,2692764
3617,2694732
3717,2702804
3817,2700448
3919,2702472
4018,2704712
4118,2707320
4219,2708900
4319,2711228
4420,2711600
4520,2715668
4620,2717880
4722,2718604
4822,2722884
4925,2717708
