Time  [ms],Memory Usage [KB]
0,2550804
100,2557424
201,2563320
301,2574420
403,2580616
502,2596956
602,2595336
702,2599316
803,2620376
903,2621736
1004,2624892
1104,2623168
1204,2613496
1305,2617372
1405,2621932
1505,2623764
1606,2623004
1706,2623200
1806,2626828
1907,2629336
2007,2629636
2108,2630216
2209,2630060
2308,2631680
2408,2631884
2509,2633044
2609,2639812
2710,2641432
2810,2642592
2910,2643604
3011,2644692
3111,2644692
3212,2645252
3312,2645308
3412,2648132
3513,2648412
3614,2649676
3713,2650688
3814,2652048
3914,2653300
4014,2654468
4115,2657676
4215,2664100
4315,2663364
4416,2664924
4516,2668020
4616,2667396
4717,2667432
4818,2655556
4918,2653664
5018,2657632
5119,2658140
5220,2658544
5321,2659128
5421,2665840
5521,2665528
5622,2664120
