Time  [ms],Memory Usage [KB]
0,2451984
101,2452096
201,2456272
301,2455428
402,2456624
502,2437872
602,2440720
703,2457344
804,2460204
904,2453012
1004,2454356
1105,2456756
1205,2465200
1305,2468096
1406,2472488
1506,2474680
1606,2478284
1707,2481356
1807,2481324
1908,2480548
2009,2477068
2109,2476400
2209,2478824
2309,2482832
2410,2498660
2510,2487920
2610,2489748
2711,2490624
2811,2494204
2911,2493220
3012,2494164
3112,2513892
3213,2516480
3313,2518764
3413,2523136
