Time  [ms],Memory Usage [KB]
0,2462616
102,2453336
202,2455256
302,2456216
403,2456212
504,2455856
604,2457584
704,2476576
805,2477620
905,2478716
1007,2481260
1108,2479424
1207,2485360
1308,2491156
1408,2490120
1508,2494804
1609,2496420
1709,2502464
1810,2501156
1910,2501160
2011,2500500
2112,2500204
2212,2506292
2312,2520236
2413,2523816
2513,2510604
2614,2511864
2715,2514056
2818,2515592
2916,2516332
3018,2518808
3117,2538644
3217,2540204
3318,2559096
3418,2549712
