Time  [ms],Memory Usage [KB]
0,2439056
53,2440256
151,2422952
301,2422864
401,2423748
451,2423448
552,2424652
652,2443444
752,2447008
853,2446612
953,2446848
1053,2453840
1154,2457348
1254,2462916
1354,2465748
1455,2477768
1555,2476464
1655,2472820
1756,2476456
1857,2473104
1958,2477300
2058,2479332
2158,2483480
2259,2502048
2360,2527804
2460,2534436
2561,2540996
2663,2543552
2765,2539004
2865,2542736
2966,2550036
3065,2564212
3166,2570532
3266,2573184
3367,2574308
3468,2576816
3568,2578172
3669,2581068
3769,2583536
3869,2584788
3969,2590696
