Time  [ms],Memory Usage [KB]
0,2427772
102,2428084
201,2430600
301,2431200
452,2435976
502,2434852
602,2437260
703,2451336
804,2453112
904,2455088
1004,2454692
1107,2456952
1207,2461932
1308,2464532
1408,2468548
1509,2468124
1609,2469688
1710,2477124
1810,2475620
1911,2477084
2011,2479476
2112,2484160
2213,2487520
2313,2491244
2413,2495464
2515,2519912
2615,2528520
2717,2532156
2818,2537964
2917,2540100
3017,2543248
3117,2544208
3218,2547432
3318,2562944
3418,2583716
3519,2583460
3619,2583436
3720,2588876
3820,2589140
