Time  [ms],Memory Usage [KB]
0,2481668
101,2463832
202,2465628
302,2465632
403,2469304
503,2462992
604,2469328
704,2479740
805,2481056
905,2483104
1005,2486864
1106,2485060
1207,2488568
1307,2489308
1408,2489344
1508,2495840
1609,2493536
1709,2501384
1809,2501272
1910,2504164
2010,2499892
2111,2502796
2211,2506484
2311,2509092
2412,2528360
2512,2516200
2612,2517032
2713,2530852
2813,2517772
2913,2519376
3014,2522928
3114,2520468
3214,2542536
3315,2545784
3415,2548640
