datetime,cpu
Sun Oct 18 15:57:42 GMT 2020,17
Sun Oct 18 15:57:42 GMT 2020,17
Sun Oct 18 15:57:42 GMT 2020,17
Sun Oct 18 15:57:42 GMT 2020,17
Sun Oct 18 15:57:43 GMT 2020,17
Sun Oct 18 15:57:43 GMT 2020,17
Sun Oct 18 15:57:43 GMT 2020,17
Sun Oct 18 15:57:43 GMT 2020,17
Sun Oct 18 15:57:44 GMT 2020,17
Sun Oct 18 15:57:44 GMT 2020,17
Sun Oct 18 15:57:44 GMT 2020,17
Sun Oct 18 15:57:44 GMT 2020,17
Sun Oct 18 15:57:45 GMT 2020,17
Sun Oct 18 15:57:45 GMT 2020,17
Sun Oct 18 15:57:45 GMT 2020,17
Sun Oct 18 15:57:45 GMT 2020,17
Sun Oct 18 15:57:46 GMT 2020,17
Sun Oct 18 15:57:46 GMT 2020,17
Sun Oct 18 15:57:46 GMT 2020,17
Sun Oct 18 15:57:46 GMT 2020,17
Sun Oct 18 15:57:47 GMT 2020,17
Sun Oct 18 15:57:47 GMT 2020,17
Sun Oct 18 15:57:47 GMT 2020,17
Sun Oct 18 15:57:47 GMT 2020,17
Sun Oct 18 15:57:48 GMT 2020,17
Sun Oct 18 15:57:48 GMT 2020,17
Sun Oct 18 15:57:48 GMT 2020,17
Sun Oct 18 15:57:48 GMT 2020,17
Sun Oct 18 15:57:49 GMT 2020,17
Sun Oct 18 15:57:49 GMT 2020,17
Sun Oct 18 15:57:49 GMT 2020,17
Sun Oct 18 15:57:49 GMT 2020,17
Sun Oct 18 15:57:50 GMT 2020,17
Sun Oct 18 15:57:50 GMT 2020,17
Sun Oct 18 15:57:50 GMT 2020,17
Sun Oct 18 15:57:50 GMT 2020,17
Sun Oct 18 15:57:51 GMT 2020,17
Sun Oct 18 15:57:51 GMT 2020,17
Sun Oct 18 15:57:51 GMT 2020,17
Sun Oct 18 15:57:51 GMT 2020,17
Sun Oct 18 15:57:52 GMT 2020,17
Sun Oct 18 15:57:52 GMT 2020,17
Sun Oct 18 15:57:52 GMT 2020,17
Sun Oct 18 15:57:52 GMT 2020,17
Sun Oct 18 15:57:53 GMT 2020,17
Sun Oct 18 15:57:53 GMT 2020,17
