Time  [ms],Memory Usage [KB]
0,2432344
101,2433668
201,2434204
301,2435096
402,2436568
502,2437472
602,2437320
702,2439860
805,2440536
903,2441872
1004,2442332
1104,2445048
1205,2449340
1305,2450080
1405,2452192
1506,2455816
1607,2455640
1707,2461896
1807,2461676
1907,2462028
2008,2463436
2108,2463640
2209,2464768
2309,2466080
2409,2463080
2510,2460500
2611,2462932
2712,2463040
2812,2483576
2912,2485900
3012,2504012
3113,2509868
3213,2512848
3313,2529312
3414,2534508
3514,2538912
3614,2539628
3714,2543712
3815,2543540
3916,2544200
4016,2544668
4118,2546680
4217,2547620
4318,2548680
4418,2550116
4519,2553932
4619,2553544
4719,2560952
4821,2570036
4921,2578680
5021,2592004
5122,2594104
5223,2596244
5323,2598336
5423,2599876
5523,2601300
5624,2603440
5725,2614460
5825,2614692
5927,2615928
6026,2618668
6131,2623664
6227,2623516
6330,2635468
6430,2635856
6530,2637016
6631,2637224
6731,2639492
6831,2651772
6933,2654532
7033,2664776
7135,2668028
7236,2666920
