Time  [ms],Memory Usage [KB]
0,2441840
101,2438252
201,2439152
302,2438452
402,2440528
502,2440572
603,2441888
704,2459660
804,2464076
905,2471600
1005,2452148
1106,2450888
1206,2452720
1307,2452704
1406,2455332
1508,2461472
1608,2460236
1709,2462404
1808,2461596
1909,2462396
2010,2463100
2110,2463880
2211,2464604
2311,2465728
2411,2469668
2511,2469920
2611,2474660
2712,2479668
2812,2505792
2913,2508668
3013,2526164
3113,2526876
3214,2530136
3315,2532764
3414,2535420
3515,2538540
3615,2543992
3715,2557688
3816,2564392
3916,2577864
4016,2585788
4117,2587916
4217,2589884
4317,2591380
4418,2593384
4518,2595852
4618,2597676
4720,2600224
4822,2608524
4922,2609120
5022,2613144
5122,2614696
5223,2617924
5323,2627912
5424,2631600
5524,2632876
