Time  [ms],Memory Usage [KB]
0,2533388
100,2537224
201,2546964
302,2555496
402,2573364
503,2573480
603,2576184
704,2594908
806,2596808
906,2597120
1006,2592712
1107,2592204
1207,2594480
1308,2594936
1408,2597020
1508,2597596
1609,2599408
1709,2600120
1810,2601980
1910,2608528
2010,2610856
2111,2603512
