Time  [ms],Memory Usage [KB]
0,2446500
101,2447824
201,2449296
302,2449376
402,2450324
502,2450340
603,2444624
703,2462128
803,2463640
904,2468844
1004,2467360
1105,2474628
1205,2479036
1306,2482320
1406,2486520
1506,2495964
1611,2499076
1707,2499412
1808,2489244
1908,2489912
2009,2492844
2109,2491016
2210,2495516
2310,2496856
2410,2499480
2511,2500208
2611,2501964
2712,2504456
2812,2509152
2912,2499044
3013,2497380
3113,2488180
3213,2486796
3313,2487948
3414,2490072
3514,2497760
3615,2499176
3715,2500536
3816,2501944
3917,2502784
4016,2506856
4116,2506712
