Time  [ms],Memory Usage [KB]
0,2422636
101,2418768
201,2420460
301,2420564
402,2420792
502,2420836
603,2441424
705,2439860
805,2443812
906,2443584
1005,2448904
1106,2453864
1206,2458148
1306,2462452
1408,2468504
1507,2471924
1609,2476960
1710,2476844
1810,2475388
1912,2476628
2013,2479624
2112,2483272
2213,2486600
2313,2490640
2414,2490252
2514,2491200
2615,2488816
2715,2490756
2816,2496308
2916,2503460
3016,2504324
3117,2505404
3218,2510620
3319,2512892
3419,2506664
3519,2508852
3621,2510960
3720,2513220
3821,2514680
3921,2516024
4021,2517704
4122,2518864
4222,2523360
4323,2531020
