Time  [ms],Memory Usage [KB]
0,2420652
104,2427988
205,2437096
307,2442988
407,2459628
506,2460288
607,2460564
708,2463184
808,2484544
908,2484608
1009,2482240
1110,2484148
1210,2487168
1311,2500708
1412,2505976
1512,2506220
