Time  [ms],Memory Usage [KB]
0,2439420
101,2420844
201,2422060
302,2422784
402,2424660
502,2424340
602,2418084
703,2436544
803,2439360
904,2440632
1004,2443024
1105,2446424
1205,2456524
1305,2458856
1406,2459540
1506,2457668
1607,2466680
1708,2468024
1808,2466228
1909,2467472
2009,2469980
2109,2467328
2210,2469672
2310,2470144
2411,2468040
2511,2462776
2611,2462936
2712,2463008
2812,2463208
2915,2463468
3016,2463468
3114,2463756
3218,2463556
3315,2463592
3415,2463868
3517,2464384
3616,2464616
3719,2464616
3817,2464432
3918,2464232
4019,2464156
4119,2464320
4221,2464320
4320,2463564
4420,2464320
4520,2464568
4621,2464788
4724,2464788
4822,2465184
4923,2464732
5023,2465052
5124,2465304
5225,2465108
5325,2465052
5427,2465052
5527,2465124
5627,2465508
5727,2465232
5827,2464408
5928,2464532
6028,2464696
6129,2466260
6229,2470336
6329,2466072
6430,2465016
6531,2463356
6631,2464268
6732,2464652
6832,2464864
6934,2464864
7033,2465692
7133,2449792
7234,2450160
7334,2448676
7434,2448204
7535,2449192
7635,2451956
7735,2453836
7836,2457380
7936,2484288
8036,2489036
8137,2492928
8237,2493644
8338,2512520
8440,2514100
8538,2517288
8640,2518820
8739,2520988
8840,2532380
8941,2536040
