Time  [ms],Memory Usage [KB]
0,2613636
102,2614176
201,2613440
301,2615732
402,2615904
502,2615948
602,2617172
703,2619892
804,2639724
904,2640444
1005,2639656
1106,2648888
1206,2651664
1307,2638428
1408,2642600
1509,2650896
1609,2654332
1710,2655176
1810,2650004
1911,2647732
2012,2647728
2113,2648428
2213,2650244
2312,2652668
2412,2656276
2513,2653364
2613,2659744
2714,2679136
2814,2686632
2914,2691172
3016,2694192
3117,2711672
3217,2712404
3318,2715368
3418,2716928
3518,2718564
3619,2718324
3719,2727956
3820,2731820
