Time  [ms],Memory Usage [KB]
0,2456416
101,2456020
202,2459180
302,2459464
402,2460088
502,2458612
602,2462684
703,2479684
803,2481944
904,2482432
1004,2483636
1104,2490168
1205,2493456
1305,2501776
1405,2505324
1506,2507632
1606,2509164
1706,2513560
1807,2514192
1908,2502136
2008,2503056
2109,2503760
2210,2506556
2310,2509512
2410,2509404
2511,2510004
2614,2512192
2712,2516136
2813,2522968
2913,2547588
3013,2549148
3114,2552624
3214,2573288
3315,2577404
3417,2577816
3519,2581496
3620,2582540
3720,2584312
3822,2584176
3922,2584152
4022,2584156
4123,2586260
