Time  [ms],Memory Usage [KB]
0,2593056
101,2592628
201,2594864
302,2594264
402,2595728
502,2587588
603,2590436
703,2609624
804,2611112
904,2594952
1005,2595664
1105,2605300
1206,2607808
1306,2613772
1406,2617556
1507,2619140
1607,2621564
1708,2626128
1809,2628136
1909,2623448
2009,2625712
2110,2623432
2211,2626112
2311,2626100
2411,2628480
2511,2628112
2611,2629568
2712,2628420
2812,2624380
2913,2623116
3013,2622912
3114,2623500
3215,2623500
3316,2623932
3415,2623632
3517,2623632
3617,2623216
3719,2622512
3818,2619776
3918,2620872
4019,2621124
4119,2621376
4220,2621180
4319,2621660
4420,2621928
4520,2621788
4621,2621636
4723,2621648
4823,2622580
4926,2622232
5024,2622496
5125,2622160
5224,2622776
5326,2623632
5427,2622348
5526,2623592
5628,2623200
5728,2623128
5828,2623276
5931,2623496
6029,2624648
6129,2625300
6230,2626328
6330,2627732
6431,2628620
6531,2628980
6631,2629892
6732,2635180
6832,2629900
6932,2628548
7033,2628416
7133,2610824
7234,2611692
7334,2611136
7435,2613180
7535,2627648
7635,2641372
7736,2643404
7836,2661288
7936,2665764
8037,2666860
8137,2671048
8239,2673180
8339,2676512
8439,2685596
8540,2689632
8640,2689936
8740,2690852
