Time  [ms],Memory Usage [KB]
0,2421120
100,2427204
203,2432392
256,2432888
356,2447088
457,2465880
557,2463360
662,2466692
759,2485616
858,2485252
959,2487500
1060,2492188
1160,2490304
1260,2490592
1361,2490500
1464,2486972
1564,2487748
1664,2487796
1764,2487600
1865,2487452
1966,2487452
2066,2486752
2171,2486752
2271,2488020
2371,2487296
2471,2491872
2573,2496256
2672,2497820
2773,2501120
2873,2507360
2974,2508016
3074,2509116
3174,2509400
3275,2509056
3376,2509644
3477,2510064
3577,2509292
3678,2510476
3778,2510980
3879,2511100
3980,2510892
4080,2510992
4180,2511536
4282,2511328
4382,2511768
4483,2511996
4584,2508864
4684,2507008
4784,2507604
4885,2508992
4985,2502756
5086,2503596
5188,2503596
5288,2503412
5389,2503424
5489,2503656
5590,2503264
5690,2504168
5791,2499932
5891,2499736
5992,2499792
6092,2501104
6193,2501500
6294,2502036
6395,2501572
6495,2501876
6597,2502816
6696,2502816
6797,2503300
6897,2502904
6998,2486756
7098,2486212
7199,2486252
7299,2484796
7401,2485028
7501,2484428
7603,2484924
7702,2484852
7805,2484852
7904,2485532
8006,2485328
8106,2485396
8206,2485840
8307,2486096
8407,2485672
8510,2491848
8611,2488648
8712,2484520
8812,2485536
8913,2485332
9013,2485356
9115,2485800
9215,2485800
9315,2485924
9416,2485924
9517,2485728
9618,2485688
9718,2486224
9818,2486404
9922,2486208
10019,2486188
10120,2486188
10221,2486772
10321,2486620
10423,2486972
10522,2487348
10623,2487348
10723,2488140
10824,2488140
10925,2488676
11025,2489272
11126,2489532
11226,2489100
11329,2489152
11428,2488616
11528,2488552
11629,2488208
11729,2488172
11833,2487808
11932,2488136
12033,2488136
12133,2488736
12234,2488484
12337,2488520
12436,2489780
12538,2489780
12642,2490056
12738,2490176
12839,2490220
12942,2490624
13045,2490624
13143,2491200
13244,2490936
13344,2491104
13446,2491444
13546,2492160
13647,2492760
13749,2492148
13848,2494224
13948,2492852
14049,2493216
14149,2493000
14250,2493004
14350,2493416
14452,2493680
14551,2494436
14652,2493896
14754,2494028
14854,2494664
14954,2495372
15055,2495188
15158,2495620
15257,2496272
15309,2496276
15409,2496488
15509,2497048
15611,2497252
15711,2498064
15813,2498116
15913,2498640
16014,2498236
16113,2498740
16214,2499316
16316,2500136
16416,2501648
16517,2501436
16617,2502352
16717,2505404
16818,2511320
16918,2531024
17020,2533220
17119,2535904
17221,2537392
17320,2538952
17421,2548244
17521,2551484
17622,2557860
17723,2559072
17823,2580288
17925,2575028
18024,2576124
18125,2577168
18226,2578452
18326,2587544
18426,2590932
18528,2595644
18628,2595964
18728,2599788
18828,2598976
18929,2605164
19030,2599196
19130,2596260
19231,2596372
19331,2597436
19431,2576768
19532,2578764
19632,2580468
