Time  [ms],Memory Usage [KB]
0,2416668
49,2418140
199,2426740
303,2434188
352,2437288
454,2457672
557,2458768
658,2458764
757,2476652
858,2479824
958,2483724
1060,2483808
1160,2482948
1261,2483216
1361,2482484
1462,2482484
1562,2482616
1663,2482920
1763,2484396
1864,2483348
1964,2483940
2065,2483940
2166,2484396
2266,2484212
2367,2482056
2467,2482336
2567,2484488
2668,2495112
2768,2503392
2870,2491940
2970,2491748
3071,2492920
3170,2491720
3270,2494444
3371,2497508
3471,2497800
3572,2499020
3672,2500296
3772,2501684
3873,2502012
3973,2501120
4073,2503968
4174,2504868
4276,2506780
4378,2506396
4475,2506940
4578,2506728
4676,2506360
4777,2507560
4877,2506520
4977,2507792
5078,2510992
5179,2512216
5278,2512632
5380,2513656
5481,2514316
5581,2521792
5680,2547296
5781,2550008
5881,2552652
5982,2554388
6084,2559084
6184,2561364
6284,2573804
6385,2572080
6485,2576592
6585,2564408
6686,2582608
6786,2582964
6886,2583928
6987,2584552
7087,2585860
7187,2587116
7287,2594016
7388,2576932
7488,2577604
7589,2578360
7689,2580748
7789,2586096
7890,2581400
7990,2582432
8090,2580664
8191,2581688
8291,2582308
8391,2566952
8492,2562908
8592,2564200
8692,2566148
8792,2565920
