Time  [ms],Memory Usage [KB]
0,2558608
97,2557136
197,2559888
297,2572980
398,2579184
499,2586328
600,2599888
700,2603196
800,2622416
900,2625480
1001,2625948
1101,2625784
1201,2631064
1302,2632440
1402,2632964
1503,2633224
1603,2633312
1705,2633312
1804,2633580
1905,2634064
2005,2631516
2106,2631548
2207,2631352
2307,2631684
2409,2631488
2508,2631532
2611,2633964
2710,2638384
2810,2640408
2910,2642980
3011,2651348
3111,2639556
3212,2639604
3312,2640084
3412,2642332
3513,2642484
3613,2643156
3714,2640164
3816,2639960
3915,2637068
4016,2637068
4116,2637408
4216,2637460
4317,2638168
4419,2638484
4518,2638796
4618,2638836
4719,2639656
4819,2640936
4920,2640224
5020,2634488
5120,2633692
5222,2634712
5321,2634220
5421,2634528
5522,2635248
5622,2635324
5722,2635464
5823,2635828
5923,2636668
6024,2636900
6124,2638424
6225,2638940
6325,2649372
6425,2647804
6526,2642456
6626,2638536
6726,2639716
6827,2639340
6927,2640816
7028,2641640
7128,2626684
7228,2627080
7329,2627132
7429,2626536
7536,2627084
7633,2627520
7734,2627520
7834,2627828
7937,2627760
8036,2629040
8137,2628488
8237,2628592
8337,2629772
8442,2629976
8538,2630268
8640,2631536
8739,2632804
8840,2632392
8941,2633772
9041,2634980
9141,2637980
9242,2638464
9343,2638464
9442,2640816
9543,2640592
9643,2640840
9743,2641232
9849,2641440
9945,2648328
10045,2648860
10147,2648860
10248,2649612
10348,2650264
10448,2650852
10549,2651324
10649,2651700
10750,2651776
10850,2653860
10951,2653272
11050,2653868
11151,2654084
11251,2654772
11352,2663712
11451,2673068
11552,2674620
11653,2676604
11754,2678728
11854,2679132
11954,2685204
12054,2685592
12155,2686260
12255,2688776
12355,2712868
12456,2709592
12556,2709592
12658,2710848
12759,2711344
12859,2721192
12961,2720016
13059,2723588
13161,2723000
13262,2723836
13362,2725232
13463,2726584
13563,2724684
13664,2724488
13764,2725620
13865,2723680
13967,2711036
14068,2709848
14169,2710900
14269,2710700
