Time  [ms],Memory Usage [KB]
0,2469732
51,2473212
153,2478676
254,2498372
353,2502552
453,2503288
553,2506016
654,2525592
754,2530148
854,2530576
955,2529272
1055,2529248
1155,2530368
1256,2531924
1356,2530684
1457,2531628
1557,2534644
1657,2535000
1757,2534708
1858,2535628
1959,2536072
2058,2536208
2160,2538564
2259,2543024
2360,2539636
2460,2547764
2561,2548832
2661,2550212
2761,2555276
2861,2565904
2962,2564352
3062,2566760
3164,2570968
3264,2570696
3364,2570684
3465,2571996
3565,2573148
3666,2574620
3766,2575964
