Time  [ms],Memory Usage [KB]
0,2449972
107,2456528
202,2464488
303,2480148
404,2489320
504,2491552
605,2484184
706,2485612
807,2504968
907,2505688
1008,2506708
1109,2505944
1210,2506196
1310,2507416
1411,2509172
1511,2510112
1611,2499264
1711,2500696
1812,2499480
1912,2499380
2014,2497140
2115,2497352
2215,2500100
2316,2500420
2416,2499640
2516,2502008
2617,2507460
2717,2508456
2818,2509332
2918,2511100
3019,2514856
3119,2526552
3219,2524716
3320,2526388
3420,2531464
3521,2531500
3621,2533368
3721,2540212
3821,2539004
3922,2539900
4022,2540468
