Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,2.873,2.873,screen dark,1.725316883667
0,2.873,2.873,wifi running,0.2671762755437065
0,2.873,2.873,phone_scanning,0.2245792989304351

