Time  [ms],Memory Usage [KB]
0,2424584
98,2430416
198,2437368
298,2444976
450,2462340
549,2462180
650,2464500
750,2483648
851,2488616
951,2489888
1001,2488368
1102,2488264
1202,2488360
1304,2489896
1405,2490268
1506,2491728
1606,2495584
1706,2497584
1807,2498216
1907,2493952
2007,2494500
2108,2495540
2208,2496780
2309,2496672
2409,2498092
2509,2505872
2609,2509036
2710,2509424
2810,2512004
2911,2511020
3011,2512408
3112,2513316
3212,2514252
3312,2514680
3413,2514716
3513,2515144
3613,2515692
3714,2515788
3821,2513540
3921,2514300
4022,2514296
4123,2513548
4224,2513676
4325,2514060
4424,2513740
4525,2514064
4625,2517020
4725,2516932
4826,2517408
4926,2501708
5026,2502036
5127,2502656
5227,2502460
5328,2503748
5428,2502572
5529,2502920
5629,2502900
5730,2503304
5830,2512404
5930,2514100
6031,2514880
6131,2515972
6231,2517260
6331,2531696
6432,2526312
6532,2515320
6633,2525092
6733,2527876
6834,2529452
6935,2530996
7035,2531804
7136,2533396
7237,2519792
7337,2522420
7437,2505764
7538,2509008
7638,2510636
7739,2514312
