Time  [ms],Memory Usage [KB]
0,2589660
100,2590328
202,2591192
302,2587060
402,2588720
502,2588900
603,2582224
703,2601360
804,2602596
904,2603788
1005,2604776
1105,2588448
1205,2596380
1305,2602692
1406,2608272
1506,2596240
1608,2601428
1707,2602992
1808,2600700
1908,2598100
2009,2598740
2109,2598464
2209,2601640
2310,2604324
2410,2623664
2510,2618604
2611,2621864
2711,2623392
2811,2612028
2912,2612496
3012,2614940
3112,2616668
3213,2616484
3313,2636736
3414,2638456
3514,2645768
