Time  [ms],Memory Usage [KB]
0,2502812
101,2497656
201,2499156
301,2499792
402,2499888
502,2500400
602,2501628
704,2523092
803,2522772
903,2523260
1003,2525020
1105,2534968
1205,2536984
1305,2539964
1405,2541504
1506,2542788
1606,2546320
1707,2555460
1807,2556276
1909,2560352
2010,2557908
2109,2556940
2209,2556908
2310,2561012
2410,2569580
2511,2565944
2611,2566864
2716,2565600
2813,2563836
2914,2562176
3016,2563320
3118,2563988
3218,2588728
3318,2587172
3420,2592792
