Time  [ms],Memory Usage [KB]
0,2547784
101,2529832
201,2531752
302,2531644
402,2533252
502,2524772
602,2543852
703,2545400
805,2547580
905,2548536
1007,2553440
1107,2557828
1207,2552048
1309,2553808
1408,2554668
1508,2558484
1608,2560308
1709,2556416
1809,2560284
1910,2557600
2010,2559148
2111,2559664
2211,2563948
2312,2566796
2412,2570500
2512,2574492
2613,2587748
2713,2576504
2814,2578496
2914,2577736
3015,2580092
3119,2582340
3215,2582304
3316,2607488
3416,2607988
