Time  [ms],Memory Usage [KB]
0,2537724
102,2538764
203,2541092
303,2540356
404,2541172
504,2541236
605,2543652
705,2550768
807,2566396
906,2564696
1006,2566524
1106,2555452
1207,2557664
1307,2562528
1409,2566152
1509,2571136
1609,2575800
1713,2573400
1810,2576448
1911,2585012
2012,2587112
2112,2578212
2212,2581184
2313,2593696
2413,2598676
2514,2582976
2614,2596528
2714,2578884
2815,2580596
2916,2581412
3015,2583116
3116,2584612
3216,2605212
3317,2606208
3417,2614292
