Time  [ms],Memory Usage [KB]
0,2508240
100,2508364
200,2510020
301,2510600
401,2511744
501,2511872
603,2504884
702,2523840
803,2526988
903,2509384
1004,2510268
1106,2514008
1205,2520292
1307,2523348
1408,2525532
1508,2526096
1608,2528228
1709,2528872
1809,2534456
1909,2538180
2010,2534552
2110,2535656
2210,2538480
2311,2542968
2412,2546652
2512,2556224
2613,2545720
2714,2549888
2815,2553048
2915,2546184
3016,2547268
3117,2548448
3216,2549568
3317,2551180
3417,2574956
3518,2572468
