"","name","critical","energy_consumption","time","memory_usage","cpu_usage"
"201","iliketubes",TRUE,50.834844,2410,2459984.16,29
"202","iliketubes",TRUE,52.101756,2918,2459947.06666667,28
"203","iliketubes",TRUE,49.00014,2618,2494392.44444444,27
"204","iliketubes",TRUE,51.309936,2309,2478610,30
"205","iliketubes",TRUE,49.29984,2516,2473225.53846154,29
"206","iliketubes",TRUE,50.85504,2609,2502609.03703704,29
"207","iliketubes",TRUE,53.412192,2811,2615610.34482759,29
"208","iliketubes",TRUE,53.57988,2611,2621708,30
"209","iliketubes",TRUE,49.05936,2210,2575193.91304348,30
"210","iliketubes",TRUE,53.977932,2610,2550636.88888889,30
"211","kenengba",TRUE,58.871232,4318,2493495.81818182,30
"212","kenengba",TRUE,62.010684,4520,2497719.65217391,29
"213","kenengba",TRUE,58.911408,4217,2481861.02325581,29
"214","kenengba",TRUE,56.933496,4267,2460517.81818182,30
"215","kenengba",TRUE,67.61988,5429,2521749.67272727,31
"216","kenengba",TRUE,57.347028,4371,2538599.91111111,27
"217","kenengba",TRUE,73.63926,6124,2564475.09677419,29.5666666666667
"218","kenengba",TRUE,60.299856,4422,2612688.71111111,28
"219","kenengba",TRUE,58.97448,4325,2634407.45454545,31
"220","kenengba",TRUE,56.535948,4423,2587674.66666667,30
"221","legalaidnc",TRUE,57.440016,3316,2489071.52941176,29
"222","legalaidnc",TRUE,56.741256,3117,2528972.375,31
"223","legalaidnc",TRUE,56.324304,2864,2512448.26666667,31
"224","legalaidnc",TRUE,57.119256,3421,2497067.88571429,31
"225","legalaidnc",TRUE,57.684564,3060,2511123,30
"226","legalaidnc",TRUE,59.069772,3514,2547585.77777778,30
"227","legalaidnc",TRUE,54.819072,3120,2623487.5,29
"228","legalaidnc",TRUE,55.533492,2865,2675447.33333333,30
"229","legalaidnc",TRUE,57.83148,3113,2571249.375,30
"230","legalaidnc",TRUE,60.17832,3065,2563865.375,30
"231","lekhafoods",TRUE,59.266836,3316,2477241.76470588,27
"232","lekhafoods",TRUE,59.486076,3212,2465222.90909091,30
"233","lekhafoods",TRUE,62.237052,3220,2477295.63636364,31
"234","lekhafoods",TRUE,62.2512,3717,2514286.10526316,30
"235","lekhafoods",TRUE,59.703228,3615,2514693.94594595,27
"236","lekhafoods",TRUE,55.689048,3416,2480524,27
"237","lekhafoods",TRUE,61.714224,3313,2509960.47058824,30
"238","lekhafoods",TRUE,60.639624,3618,2552317.62162162,29
"239","lekhafoods",TRUE,59.989032,3420,2632031.31428571,24
"240","lekhafoods",TRUE,57.360312,3218,2625995.63636364,28
"241","mrob",TRUE,47.825928,2061,2484681.81818182,27
"242","mrob",TRUE,49.251204,2212,2446335.82608696,30
"243","mrob",TRUE,50.07744,2321,2491264.5,30
