"","name","critical","energy_consumption","time","memory_usage","cpu_usage"
"244","mrob",TRUE,50.336856,2108,2479922.36363636,30
"245","mrob",TRUE,53.163216,3517,2485997.33333333,30
"246","mrob",TRUE,53.05194,2210,2658082.43478261,29
"247","mrob",TRUE,53.84376,2712,2638924.42857143,28
"248","mrob",TRUE,47.5092,2309,2589040.66666667,29
"249","mrob",TRUE,48.1113,2614,2563415.11111111,26
"250","mrob",TRUE,47.833632,2414,2568944.16,28
"251","quechua",TRUE,56.272176,3518,2559911,29
"252","quechua",TRUE,59.3865,3418,2477213.71428571,28
"253","quechua",TRUE,58.065984,3519,2462607.88888889,27
"254","quechua",TRUE,57.390336,3214,2488588.36363636,30
"255","quechua",TRUE,56.00016,3416,2486690.17142857,28
"256","quechua",TRUE,57.961224,3667,2449598.84210526,27
"257","quechua",TRUE,54.61632,3318,2646043.76470588,27
"258","quechua",TRUE,60.55452,3616,2622262.59459459,29
"259","quechua",TRUE,58.277952,3314,2576663.29411765,28
"260","quechua",TRUE,71.261136,5525,2552473.21428571,28
"261","sciencebeta",TRUE,46.548432,1907,2462403.4,30
"262","sciencebeta",TRUE,46.400652,2112,2479382.36363636,29
"263","sciencebeta",TRUE,40.958568,2010,2469290.85714286,27
"264","sciencebeta",TRUE,45.923976,2308,2468816,28
"265","sciencebeta",TRUE,42.00984,2110,2450862.18181818,27
"266","sciencebeta",TRUE,48.9888,2811,2475608.27586207,29
"267","sciencebeta",TRUE,46.789848,2110,2645276.72727273,30
"268","sciencebeta",TRUE,44.3745,2008,2540067.42857143,30
"269","sciencebeta",TRUE,44.78976,2212,2547077.2173913,28
"270","sciencebeta",TRUE,46.441512,2112,2558531.63636364,30
"271","sportravel",TRUE,69.893136,5524,2516881.07142857,27
"272","sportravel",TRUE,79.992792,7236,2531845.26027397,29
"273","sportravel",TRUE,69.656832,5728,2548065.86206897,29
"274","sportravel",TRUE,66.92004,5319,2517059.25925926,29
"275","sportravel",TRUE,71.400204,5623,2526417.14285714,31
"276","sportravel",TRUE,83.26224,8340,2690095.47619048,31
"277","sportravel",TRUE,71.21844,5426,2683346.32727273,29
"278","sportravel",TRUE,74.874384,6326,2634668.125,32
"279","sportravel",TRUE,66.577968,5220,2614731.32075472,29
"280","sportravel",TRUE,69.394032,5928,2605634.46666667,29
"281","telfer",TRUE,47.866896,2514,2528006.15384615,28
"282","telfer",TRUE,48.810672,2618,2531098.07407407,28
"283","telfer",TRUE,46.656,2510,2505523.53846154,27
"284","telfer",TRUE,54.910224,2713,2481435.14285714,29
"285","telfer",TRUE,54.923976,2811,2478270.89655172,30
"286","telfer",TRUE,55.269036,2561,2613255.11111111,29
"287","telfer",TRUE,49.52286,2412,2586577.44,29
"288","telfer",TRUE,48.555936,2713,2551898.42857143,26
"289","telfer",TRUE,52.709076,2619,2530734.22222222,28
"290","telfer",TRUE,51.912252,2813,2507912.13793103,28
"291","ubersocial",TRUE,47.611152,2410,2475819.36,29
"292","ubersocial",TRUE,48.400308,2109,2500148.36363636,30
"293","ubersocial",TRUE,45.788868,2113,2468808,29
"294","ubersocial",TRUE,43.039152,1813,2469758.94736842,29
"295","ubersocial",TRUE,50.834844,2511,2479095.23076923,31
"296","ubersocial",TRUE,30.771576,1964,2479536.19047619,28
"297","ubersocial",TRUE,44.934876,2112,2616521.81818182,28
"298","ubersocial",TRUE,48.440916,2008,2628054.0952381,28
"299","ubersocial",TRUE,45.292104,2514,2551606.76923077,28
"300","ubersocial",TRUE,47.42262,2311,2530454.33333333,31
"301","velovita",TRUE,63.933516,4123,2517526.57142857,29
"302","velovita",TRUE,65.971008,8739,2480613.90909091,28
"303","velovita",TRUE,67.575312,8941,2464629.6,29
"304","velovita",TRUE,66.56256,4170,2506994.04651163,28
"305","velovita",TRUE,63.563508,4019,2522326.53658537,29
"306","velovita",TRUE,69.06222,8740,2626186.45454545,29
"307","velovita",TRUE,65.087604,3820,2660463.17948718,29
"308","velovita",TRUE,80.0298,8236,2633654.1686747,28
"309","velovita",TRUE,63.622404,3917,2582792.9,26
