Time  [ms],Memory Usage [KB]
0,2528136
100,2521148
201,2512812
301,2512504
402,2512696
502,2513008
602,2514572
703,2534712
803,2535764
904,2537008
1006,2540144
1106,2548700
1206,2549416
1307,2548552
1407,2553104
1507,2551688
1608,2556116
1708,2559760
1808,2557528
1909,2558368
2010,2558224
2110,2558064
2210,2558660
2312,2558268
2411,2558592
2511,2558888
2613,2559784
2712,2559324
2813,2560724
2913,2562020
3014,2562716
3114,2565072
3214,2565120
3315,2567308
3416,2566712
3517,2566704
3617,2567388
3717,2568100
3818,2569260
3918,2571296
4018,2572948
4119,2572424
4220,2572724
4320,2573112
4420,2573112
4521,2573180
4623,2573124
4722,2573540
4823,2572372
4923,2572200
5023,2572848
5125,2573156
5225,2573040
5326,2573144
5426,2573144
5527,2572584
5627,2572524
5727,2572788
5828,2573192
5928,2571072
6028,2573684
6129,2570144
6229,2570768
6330,2571404
6430,2574916
6530,2577492
6630,2596172
6731,2618692
6831,2624376
6932,2625060
7033,2629156
7134,2628792
7234,2615360
7334,2658340
7436,2662012
