Time  [ms],Memory Usage [KB]
0,2603956
50,2603440
150,2605800
251,2607236
351,2608072
451,2589236
552,2590628
653,2608172
753,2611216
854,2614580
954,2612864
1054,2617032
1156,2624208
1255,2625428
1355,2629956
1456,2641196
1556,2643104
1657,2654660
1757,2653196
1857,2653180
1958,2670928
2058,2671644
