Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,3.5460000000000003,3.5460000000000003,screen dark,2.103236416242
0,0.818,0.818,wifi running,0.07513316505714941
0.818,0.86,0.04200000000000004,wifi scan,0.023617270309978816
0.86,3.5460000000000003,2.6860000000000004,wifi running,0.24670865689914837
0,3.5460000000000003,3.5460000000000003,phone_scanning,0.2937435586595242

