Time  [ms],Memory Usage [KB]
0,2438264
101,2439372
204,2458464
302,2460112
402,2464952
503,2467196
603,2469108
703,2489712
803,2493764
904,2496700
1004,2498040
1105,2502792
1205,2497320
1305,2499928
1406,2503972
1506,2509124
1607,2511892
1708,2512584
1808,2513324
1908,2513784
2008,2515148
2109,2514972
2209,2513640
2310,2514432
2410,2514824
2510,2516616
2611,2524644
2712,2525776
2812,2526676
2912,2527668
3013,2528108
3113,2528192
3213,2529176
3314,2529656
3414,2529504
3514,2529712
3614,2531632
3715,2532264
3815,2538716
3915,2538344
4016,2539704
4116,2540792
4217,2530180
4317,2529776
4423,2529188
4518,2525896
4618,2530144
4718,2541548
4819,2541316
4920,2537364
5020,2538812
5121,2540308
5221,2542176
5321,2541532
