Time  [ms],Memory Usage [KB]
0,2525772
100,2526628
150,2530244
254,2539116
352,2546820
453,2564032
553,2564820
653,2587804
754,2591484
854,2594980
955,2594120
1056,2592956
1156,2595448
1256,2597884
1357,2599100
1457,2599108
1557,2602388
1657,2604416
1759,2605956
1858,2605912
1958,2606976
2059,2606692
2159,2607264
2259,2608492
2360,2609268
2460,2609200
2561,2615772
2661,2618880
2761,2619176
2862,2621352
2962,2621912
3064,2622736
3163,2624556
3263,2624828
3364,2625808
3464,2626528
3564,2628572
3665,2633192
3765,2635204
3865,2636692
3966,2638644
4067,2641408
4167,2641768
4268,2642624
4369,2646072
4469,2647964
4569,2648528
4669,2653844
4770,2656012
