Time  [ms],Memory Usage [KB]
0,2693108
104,2699768
201,2706508
302,2708496
407,2727468
505,2736596
604,2736348
706,2739264
805,2744564
906,2759892
1006,2761996
1106,2761844
1207,2763592
1307,2764272
1408,2769252
1508,2770060
1609,2770448
1709,2771660
1810,2772140
1910,2772596
2011,2774888
2111,2760268
2212,2761160
2312,2761372
2413,2762836
2513,2772844
2614,2773408
2714,2774936
2815,2774848
2915,2776248
3015,2777832
3116,2778464
3216,2786388
3319,2787668
3418,2789968
3518,2791768
3619,2792376
3721,2791984
3820,2792060
3920,2792972
4021,2798508
4121,2798848
4222,2800676
4323,2807244
4423,2811940
