Time  [ms],Memory Usage [KB]
0,2567680
100,2576416
203,2577364
303,2582824
404,2608220
504,2610740
604,2613400
705,2615140
805,2636308
906,2640108
1006,2640364
1108,2641164
1207,2640100
1307,2644584
1408,2648500
1508,2649060
1609,2648480
1708,2649884
1809,2651348
1909,2651592
2010,2653264
2110,2653096
2210,2652728
2311,2653632
2411,2654672
2511,2664148
2612,2664412
2712,2665420
2813,2666096
2913,2667624
3014,2667596
3114,2669256
3215,2676476
3315,2678136
3416,2678248
3516,2679752
3616,2682220
3717,2681252
3820,2684428
3921,2686424
4021,2690144
4121,2689800
4223,2683796
4323,2684180
