Time  [ms],Memory Usage [KB]
0,2373792
97,2370032
197,2378332
297,2395412
398,2402152
498,2405404
598,2405952
699,2425452
749,2426236
849,2427988
949,2427124
1050,2427784
1150,2434468
1250,2432876
1351,2434968
1451,2435020
1551,2439420
1652,2441916
1752,2443196
1852,2441176
1953,2441868
2053,2443528
2153,2431880
2255,2432104
2356,2430164
2455,2439492
2556,2439048
2656,2439732
2756,2441164
2857,2440648
2957,2441996
3057,2442160
3158,2443848
3258,2444600
3359,2445420
3460,2447088
3560,2455288
3660,2456796
3762,2458356
3861,2459200
3961,2460012
4062,2460368
4163,2459360
4263,2456184
4366,2460284
4463,2465164
4564,2466272
4664,2465292
4765,2467304
4867,2473176
4969,2466992
