Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,6.303,6.303,screen dark,3.728994310602
0,6.303,6.303,wifi running,0.5774584488576808
0,6.303,6.303,phone_scanning,0.47002369015834344

