Time  [ms],Memory Usage [KB]
0,2616380
100,2611304
201,2613104
302,2613428
405,2604264
505,2604944
607,2606212
707,2625740
808,2627024
908,2625096
1008,2627760
1109,2636636
1209,2639460
1309,2645000
1410,2648576
1510,2651892
1614,2655380
1711,2658728
1811,2657408
1911,2655224
2012,2655328
2112,2656980
2213,2657220
2313,2658144
2413,2658456
2513,2660672
2614,2660464
2715,2657860
2814,2657832
2915,2657672
3015,2659816
3117,2660256
3217,2662080
3318,2663392
3418,2686652
3518,2689704
3618,2692456
3719,2728720
3819,2727896
3921,2731876
4020,2730516
4121,2729696
