Time  [ms],Memory Usage [KB]
0,2483880
100,2484696
201,2487300
302,2488808
401,2491908
501,2491116
602,2491612
702,2510640
807,2512044
904,2518432
1004,2518312
1106,2524524
1205,2524364
1305,2523964
1406,2525788
1506,2530000
1607,2532112
1708,2536804
1807,2537900
1908,2535756
2008,2534620
2108,2536352
2209,2536308
2309,2536172
2409,2536600
2512,2536064
2611,2536936
2710,2537704
2811,2537964
2911,2538380
3012,2539036
3114,2538540
3214,2538608
3314,2541396
3415,2541628
3515,2542284
3615,2542492
3716,2544032
3816,2544876
3916,2545668
4017,2548252
4117,2568692
4218,2571560
4318,2590108
4419,2593832
4519,2607516
4619,2611268
4720,2612768
4820,2611148
4920,2612500
5021,2614872
5122,2603500
5222,2603944
5322,2605716
5422,2609804
5523,2611296
