Time  [ms],Memory Usage [KB]
0,2667656
101,2649732
201,2650936
302,2652264
402,2652144
503,2652880
604,2654400
704,2671276
805,2672612
905,2669108
1005,2672784
1105,2669732
1206,2673396
1307,2685376
1407,2687020
1507,2689052
1608,2691088
1708,2692636
1808,2692548
1909,2690100
2009,2691656
2109,2691912
2210,2692792
2310,2693124
2410,2694884
2511,2695300
2611,2693612
2711,2696348
2812,2697624
2912,2698712
3013,2699796
3113,2700076
3213,2699760
3314,2701228
3414,2703700
3515,2704620
3615,2704828
3715,2705992
3816,2726484
3916,2741988
4017,2744524
4117,2746544
4219,2750136
4319,2761400
4419,2764420
4520,2763496
4620,2761392
4721,2773800
4821,2766836
4921,2770632
5022,2773532
5123,2776716
5223,2786096
5323,2783332
5424,2826576
5524,2810936
5627,2803268
5728,2803776
5828,2802840
5931,2801096
6029,2799200
6130,2809476
6231,2803836
6331,2803312
6431,2805296
6533,2805008
6632,2805732
6732,2805764
6833,2807040
6933,2811036
7034,2812672
7134,2782224
7235,2783692
7335,2784524
7435,2785776
