Time  [ms],Memory Usage [KB]
0,2459204
100,2459140
201,2461208
301,2461536
401,2462156
501,2462868
602,2444972
702,2464768
803,2468740
903,2468460
1004,2466260
1104,2468676
1204,2471904
1304,2478680
1406,2476588
1505,2479856
1606,2482572
1706,2487112
1807,2488056
1907,2487708
2008,2489128
2108,2489256
2209,2489792
2309,2489908
2410,2489940
2510,2490372
2610,2490304
2711,2492480
2811,2493940
2912,2494340
3012,2495276
3112,2497188
3214,2497588
3313,2498420
3413,2499488
3513,2503088
3614,2504716
3714,2507412
3815,2528616
3915,2543200
4016,2544340
4116,2561364
4217,2560680
4317,2560956
4418,2549112
4519,2549152
4619,2549592
4720,2549324
4820,2550044
4921,2549596
5021,2550132
5121,2550412
5221,2550412
5322,2550864
5423,2550864
5525,2551100
5625,2551152
5726,2550832
5826,2549828
5926,2549220
6026,2551276
6127,2548356
6228,2549800
6328,2555272
6430,2560476
6529,2554316
