Time  [ms],Memory Usage [KB]
0,2358780
150,2370836
251,2374464
352,2384588
402,2397008
502,2403608
603,2405588
703,2424636
804,2428100
904,2430572
1006,2430172
1105,2430244
1205,2433012
1305,2434156
1405,2432280
1506,2432196
1606,2433632
1707,2431220
1808,2432344
1908,2433052
2008,2432884
2109,2435076
2210,2434944
2311,2436372
2411,2434248
2512,2441228
2612,2445192
2713,2455320
2813,2472076
2919,2479924
3013,2484692
3114,2486500
3214,2487348
3316,2485712
3416,2487424
