Time  [ms],Memory Usage [KB]
0,2811892
101,2807064
201,2818980
304,2808672
405,2811056
505,2811100
606,2805188
706,2808092
808,2811488
909,2810304
1009,2810760
1110,2810096
1213,2811176
1312,2807376
1412,2811732
1513,2811784
1614,2812448
1714,2812696
1815,2807676
1918,2807284
2017,2807560
2118,2807860
2219,2808356
2319,2807432
2421,2805080
2521,2806780
2621,2808240
2722,2810672
2822,2810280
2923,2810496
3023,2809132
3124,2806432
3225,2809480
3325,2812428
3425,2812640
3526,2807404
3627,2811816
3729,2803728
3830,2803672
3929,2809436
4030,2810740
