Time  [ms],Memory Usage [KB]
0,2402476
103,2405528
201,2415340
302,2408860
402,2417348
503,2436452
603,2438532
704,2439080
804,2443908
907,2461520
1005,2462280
1106,2462692
1206,2463652
1307,2463652
1407,2467140
1507,2464976
1608,2466692
1709,2466144
1809,2467116
1909,2467536
2010,2468176
2110,2469088
2214,2469088
2312,2470140
2413,2470616
2512,2475124
2613,2476620
2713,2492628
2813,2496092
2914,2497492
3014,2500680
3114,2522304
3214,2524136
3315,2525628
3417,2528164
3517,2528836
3617,2526304
