Time  [ms],Memory Usage [KB]
0,2389420
101,2396544
202,2402888
303,2412888
403,2431428
503,2432724
603,2434064
704,2454184
805,2457920
905,2459376
1005,2457964
1106,2458824
1206,2460856
1306,2451292
1407,2448212
1508,2448996
1608,2449744
1710,2449992
1808,2451944
1908,2451236
2010,2452824
2111,2452532
2211,2454312
2311,2456708
2411,2456696
2511,2466772
2612,2475496
2712,2481396
2812,2481548
2913,2485608
3014,2494404
3114,2510556
3219,2507464
3320,2508072
3420,2513740
3520,2522792
