Time  [ms],Memory Usage [KB]
0,2614388
100,2608820
200,2610560
302,2611048
401,2611632
502,2613968
602,2636352
652,2633700
753,2630100
853,2630968
953,2624996
1054,2627588
1154,2634048
1255,2638588
1356,2642040
1456,2644040
1557,2651376
1657,2651252
1758,2651500
1858,2652048
1959,2654252
2059,2655848
2159,2655120
2260,2656108
2360,2655776
2460,2656568
2561,2658324
2661,2659852
2761,2685524
2862,2687192
2962,2704260
3062,2705244
3162,2692716
3263,2691688
3363,2696012
3463,2695876
3564,2697128
3664,2695888
3765,2696776
3865,2697720
3966,2701596
4066,2705708
4166,2708100
4267,2708564
4367,2725560
4468,2720516
4568,2724136
4668,2722284
4768,2722160
