Time  [ms],Memory Usage [KB]
0,2432236
151,2433780
252,2435288
352,2434396
402,2434920
503,2436408
603,2436056
703,2456280
803,2456248
907,2439632
1004,2440516
1104,2445792
1205,2450544
1305,2454516
1405,2457584
1506,2465420
1606,2467068
1707,2469332
1807,2471776
1908,2473028
2008,2475964
2108,2474544
2209,2476524
2309,2477428
2411,2478624
2510,2478164
2611,2480608
2711,2503100
2811,2507528
2912,2506012
3012,2518872
3113,2519268
3213,2525716
3316,2527028
3418,2526940
3518,2530664
3618,2530792
3719,2533696
3820,2534448
3919,2535356
4020,2538756
4120,2540556
4220,2555076
4321,2558564
