Time  [ms],Memory Usage [KB]
0,2628372
101,2623012
201,2625840
301,2624992
402,2625996
502,2624676
602,2628472
703,2646220
757,2647752
853,2648872
954,2648392
1054,2639740
1154,2645196
1255,2646856
1355,2651428
1456,2648080
1557,2655356
1657,2655764
1757,2657100
1859,2656648
1958,2658492
2058,2657692
2158,2658060
2259,2658108
2359,2657396
2461,2657808
2560,2659160
2660,2660860
2760,2681824
2861,2690284
2962,2690040
3062,2711104
3162,2711952
3263,2713120
3363,2713368
3464,2714916
3564,2716376
3665,2719504
3765,2720388
3865,2722728
3966,2724368
4066,2725684
4167,2729752
4267,2744748
4368,2751412
