Time  [ms],Memory Usage [KB]
0,2532028
100,2532248
200,2533776
300,2535432
402,2535280
502,2535304
602,2537884
703,2555864
803,2557828
904,2560332
1004,2560684
1105,2566628
1205,2573452
1306,2578992
1406,2580520
1507,2579936
1607,2581324
1708,2582224
1808,2581932
1910,2583620
2011,2583596
2114,2585184
2211,2583532
2311,2583812
2412,2583100
2514,2582964
2613,2582864
2713,2584572
2813,2605408
2915,2612004
3015,2615068
3115,2629424
3215,2629832
3315,2632280
3416,2635824
3516,2636536
3617,2636948
3717,2636056
3818,2637712
3918,2640824
4019,2640284
4119,2643640
4219,2644632
4320,2646020
4421,2645368
4521,2644784
4621,2646388
4722,2661160
4822,2659560
4922,2664076
5023,2667796
5123,2667580
