Time  [ms],Memory Usage [KB]
0,2457036
101,2454508
201,2456076
302,2455740
402,2457212
503,2456848
603,2470164
704,2467540
804,2469904
904,2469324
1005,2472804
1105,2482316
1206,2488316
1306,2490692
1407,2495856
1507,2497900
1607,2501840
1708,2508044
1808,2506312
1909,2505324
2009,2505492
2110,2506532
2210,2506860
2310,2506820
2411,2526248
2511,2533364
2611,2535496
2712,2553420
2812,2557768
2913,2557376
3013,2556856
3113,2559212
3214,2559648
3314,2561660
3414,2563220
3515,2566108
3615,2565296
3716,2568288
3816,2573416
3917,2584728
4017,2589628
4118,2589476
