Time  [ms],Memory Usage [KB]
0,2471652
100,2467872
200,2469280
301,2469512
401,2471228
501,2472344
602,2474360
703,2484968
803,2475772
904,2474556
1004,2476024
1104,2485228
1205,2487500
1305,2492628
1405,2487576
1506,2498980
1608,2497996
1709,2497172
1809,2495536
1911,2496008
2010,2498372
2110,2500088
2210,2501336
2311,2502516
2411,2505540
2511,2502856
2612,2502992
2712,2503332
2813,2506028
2913,2507340
3014,2532976
3114,2536428
3215,2540760
3315,2555880
3415,2559280
3516,2560976
3616,2561508
3717,2563992
3817,2564756
3918,2567952
