Time  [ms],Memory Usage [KB]
0,2380488
100,2386788
200,2393812
301,2399944
401,2421444
502,2431856
602,2430260
703,2432652
804,2450900
904,2453616
1005,2454124
1105,2454156
1206,2451708
1306,2455920
1406,2459888
1507,2461544
1608,2466788
1708,2465760
1812,2466832
1909,2469188
2010,2467884
2110,2469644
2210,2470348
2311,2473536
2411,2473256
2514,2474412
2613,2470304
2715,2472608
2816,2482064
