Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,4.862,4.862,screen dark,2.8758006583020004
0,4.862,4.862,wifi running,0.44533599384839995
0,4.862,4.862,phone_scanning,0.34191199168676545

