Time  [ms],Memory Usage [KB]
0,2359496
49,2362068
150,2369976
251,2387128
352,2384684
451,2403196
552,2405008
652,2407816
755,2410072
856,2416336
956,2418768
1056,2427804
1158,2432992
1258,2434648
1359,2437568
1462,2435236
1559,2435580
1660,2434824
1760,2428888
1860,2433540
